title,label,description,detail,date
ApsaraDB for POLARDB - ApsaraDB POLARDB for PostgreSQL/Oracle Available in the China (Hong Kong) Region,New Features,ApsaraDB POLARDB for PostgreSQL and ApsaraDB POLARDB for Oracle are now available in the China (Hong Kong) region.,"Target customers: ApsaraDB for POLARDB users.
Features released: ApsaraDB POLARDB for PostgreSQL and ApsaraDB POLARDB for Oracle are now available in the China (Hong Kong) region.",Nov 29 2019
"Image Search - Image Search-Trial Version (Supporting 100,000 Indexed Images and 1 QPS) Adjusts the Pricing and Is Available for Purchase with One Month of Free Trial",Pricing Updates,"Image Search-trial version (supporting 100,000 indexed images and 1 QPS) adjusts its pricing and is available for purchase with one month of free trial. Customers can continue to purchase after the free trial.","Image Search is an intelligent image search product based on deep learning and large-scale machine learning. With the help of image recognition and search, Image Search allows you to search by image. Specifically, you can search for identical or similar images under various business scenarios by using image recognition.
Price adjustment: The trial version (supporting 100,000 indexed images and 1 QPS) adjusts the price from 0 to a non-zero value, and is open for purchase with one month of free trial. For more information, visit https://help.aliyun.com/document_detail/85153.html?.",Nov 29 2019
Image Search - Image Search-Releases the Auto-renewal Feature,New Features,Auto-renewal solves limited access to services or service suspension that is caused by the failure to manually renew Search instances.,"Target customers: Customers such as in e-commerce, home furnishing, textile, and copyright trading.
Features: Select Auto Renewal on the purchase page to automatically renew your instance with the purchased configurations, eliminating the problems of limited access to services or service suspension caused by the failure of manual renewal.",Nov 29 2019
Image Search - Image Search-Updates Trial Version to Commercial Version Without Re-uploading Images,Experience Enhancements,"With the commercial version upgraded from the trial version (supporting 100,000 indexed images and 1 QPS), you do not need to re-create instances or re-upload images.","Image Search is upgraded from the trial version (supporting 100,000 indexed images and 1 QPS) to the commercial version, eliminating the need of creating instances and re-uploading images.",Nov 29 2019
ApsaraDB for POLARDB - ApsaraDB POLARDB for MySQL Supports Privileged Accounts to Kill Connections under Standard Accounts,New Features,You can use a privileged account to manage database connections. A privileged account has the permission to kill connections that are kept alive for a long period of time due to pending slow SQL queries. This helps to ensure database stability.,"Target customers: all ApsaraDB POLARDB for MySQL 5.6 and 8.0 users.
Features released: when you create or reset a privileged account, the account is automatically assigned the permission to kill connections that are established under standard accounts.",Dec 18 2019
ApsaraDB for POLARDB - Released API Operations to Query Slow SQL Statements,New Features,You can use the API or SDK to query slow SQL statements for an ApsaraDB POLARDB for MySQL cluster.,"Target customers: all ApsaraDB for POLARDB users who need to optimize and diagnose the performance of SQL statements.
Features released: you can query log statistics and details about slow SQL statements through the API or SDK.
",Dec 18 2019
ApsaraDB for POLARDB - Index Query Performance of ApsaraDB POLARDB for PostgreSQL/Oracle Improved,New Features,ApsaraDB POLARDB for PostgreSQL/Oracle improved the performance of index queries.,"Target customers: all customers.
Features released: ApsaraDB POLARDB for PostgreSQL/Oracle improved the performance of index queries.",Dec 13 2019
ApsaraDB for POLARDB - Query Performance of ApsaraDB POLARDB for PostgreSQL/Oracle on Large Tables Improved by Three Times,New Features,ApsaraDB POLARDB for PostgreSQL/Oracle improved the query performance on large tables by three times.,"Target customers: all customers.
Features released: ApsaraDB POLARDB for PostgreSQL/Oracle improved the query performance on large tables by three times.
",Dec 13 2019
ApsaraDB for PostgreSQL - Basic Edition with PostgreSQL 12 Released,New Features,The Basic Edition with PostgreSQL 12 is released in all Alibaba Cloud regions.,"Target customers: ApsaraDB RDS for PostgreSQL users requiring hybrid use of online transaction processing (OLTP) and online analytical processing (OLAP), especially those preferring reliability to availability in analytical businesses.
Features released: The Basic Edition with PostgreSQL 12 supports three replicas on standard SSDs, ESSDs of PL1, ESSDs of PL2, and ESSDs of PL3 to increase data reliability. It can deliver up to 32-TB storage capacity, 1 million input/output operations per second (IOPS), and 4-GB throughput.
",Dec 16 2019
ApsaraDB for PostgreSQL - Supports Account Management,New Features,ApsaraDB RDS for PostgreSQL allows you to create a temporary account for your instance in the ApsaraDB for RDS console.,"Target customers: ApsaraDB RDS for PostgreSQL users.
Features released: You can create a temporary account for your instance in the ApsaraDB for RDS console and provide the temporary account to Alibaba Cloud technical support to locate instance exceptions.
Temporary accounts are divided into the following two types:
Accounts with permissions to view and modify configurations
Accounts with permissions to view table structures, indexes, and SQL statements
",Dec 16 2019
ApsaraDB for PostgreSQL - Supports Upgrade of Kernel Version When Standard SSDs or ESSDs Are Used,New Features,ApsaraDB RDS for PostgreSQL with standard SSDs or enhanced SSDs (ESSDs) allows you to manually upgrade the kernel version in the ApsaraDB for RDS console.,"Target customers: ApsaraDB RDS for PostgreSQL users.
Features released: When a new kernel version is released, you can log on to the ApsaraDB for RDS console and upgrade your ApsaraDB RDS for PostgreSQL instance with standard SSDs or ESSDs to the latest kernel version.",Dec 16 2019
